"id","servidor","latencia_ms","uso_cpu","error_log"
85,"Srv_A",40.3397543651022,63.5206916178577,"Exito"
86,"Srv_A",39.9597904542888,71.2260688098613,"Fallo"
87,"Srv_A",37.0884149290411,18.0821868898347,"Exito"
88,"Srv_A",57.3677522268587,92.1933572690468,"Exito"
89,"Srv_B",42.5932056909801,37.2539818510413,"Exito"
90,"Srv_A",45.7935491622364,51.8297129529528,"Exito"
91,"Srv_A",44.3559193401651,92.6463267130312,"Exito"
92,"Srv_A",59.4311083298011,77.7864742253441,"Exito"
93,"Srv_A",38.2780416065472,74.8862063686829,"Exito"
94,"Srv_A",55.7290674775717,68.0534774055704,"Exito"
95,"Srv_B",40.7833473202029,28.0284042137209,"Exito"
96,"Srv_A",54.9606411209954,20.6452066358179,"Exito"
97,"Srv_B",41.3577207574311,37.7785498227458,"Exito"
98,"Srv_A",42.8517833795307,11.5541720944457,"Exito"
99,"Srv_B",46.7890136531408,52.7500008433126,"Exito"
100,"Srv_B",37.8659339919461,48.4295634317677,"Exito"
101,"Srv_B",45.0906201855797,76.0889764938038,"Exito"
102,"Srv_B",52.9935219366149,90.4823029574472,"Exito"
103,"Srv_A",39.8527863662327,66.1389879749622,"Exito"
104,"Srv_B",38.0479742044732,43.9907690533437,"Exito"
105,"Srv_A",40.5250171804493,67.1804324025288,"Exito"
106,"Srv_B",37.0802044544912,6.04119903128594,"Exito"
107,"Srv_B",47.1287398519829,43.8732857084833,"Exito"
108,"Srv_B",35.01388345991,65.3782947347499,"Exito"
109,"Srv_A",46.4130931232457,43.6393737918697,"Fallo"
110,"Srv_B",31.8060663408304,37.5440602623858,"Exito"
111,"Srv_A",40.2929224088334,60.3552759923041,"Exito"
112,"Srv_B",43.545505196881,14.2913393799681,"Exito"
113,"Srv_A",59.9383785952813,9.15212773974054,"Exito"
114,"Srv_B",46.9075440790349,13.7786317376886,"Exito"
115,"Srv_A",53.7837437348183,92.1174975766335,"Exito"
116,"Srv_B",43.8775396976225,34.9150488812011,"Exito"
117,"Srv_A",58.8289393609619,40.6086134260986,"Exito"
118,"Srv_B",43.5752543339347,44.07450948935,"Exito"
119,"Srv_A",52.6922684241795,69.8708006923553,"Exito"
120,"Srv_B",46.6087348838919,48.2539256939199,"Exito"
121,"Srv_B",46.7411293403161,89.6557053013239,"Exito"
122,"Srv_B",37.0184677771494,59.7549088057131,"Exito"
123,"Srv_A",41.8550300222996,95.6963860141113,"Exito"
124,"Srv_A",45.9003810289984,30.423623182578,"Fallo"
125,"Srv_A",66.2056295921475,29.4933740610722,"Exito"
126,"Srv_B",39.409754481479,81.1331691264641,"Exito"
127,"Srv_A",36.9688004845253,47.6993288220838,"Exito"
128,"Srv_B",40.2815682846135,47.331063427031,"Fallo"
129,"Srv_A",30.0472781446115,9.41719848802313,"Exito"
130,"Srv_A",45.7439884014871,14.19277714286,"Exito"
131,"Srv_B",45.6450418565339,60.9631501007825,"Exito"
132,"Srv_A",62.339021928616,93.6201941627078,"Exito"
133,"Srv_A",55.5679847279496,48.4221610734239,"Exito"
134,"Srv_A",43.7801313548644,9.91570560424589,"Fallo"
135,"Srv_A",49.5403868743942,70.0793116579298,"Exito"
136,"Srv_B",46.7585204306041,85.7091841984075,"Exito"
137,"Srv_B",51.5085424868232,57.8653557989746,"Exito"
138,"Srv_A",46.0913872692629,15.9561160411686,"Exito"
139,"Srv_B",37.8340864100472,7.96432871487923,"Exito"
140,"Srv_B",48.3641430971059,75.8573575480841,"Exito"
141,"Srv_A",49.2877549743369,19.7855522623286,"Exito"
142,"Srv_A",59.1950704326979,62.1499909043778,"Exito"
143,"Srv_B",32.4640450225584,20.8225831945892,"Exito"
144,"Srv_A",52.9328463941684,91.3752014571801,"Exito"
145,"Srv_A",46.7297896296508,78.587625740096,"Exito"
146,"Srv_A",51.6828131402045,71.6330050686374,"Exito"
147,"Srv_A",47.2831783136731,11.5420723666903,"Exito"
148,"Srv_B",30.860714625466,74.6492835243698,"Exito"
149,"Srv_B",48.1538571218954,78.9448736584745,"Exito"
150,"Srv_B",46.0195053905442,90.2444625783246,"Exito"
151,"Srv_A",43.4721882791076,92.1768933287822,"Exito"
152,"Srv_B",36.4966472649599,24.9777372358367,"Exito"
153,"Srv_B",42.2473304642578,31.5128940308932,"Exito"
154,"Srv_A",50.7899303724521,95.3496983423829,"Exito"
155,"Srv_A",48.8018435291466,45.1998772362713,"Exito"
156,"Srv_B",46.0904053066223,74.5887325713411,"Fallo"
157,"Srv_B",39.256908836767,86.2112104224507,"Exito"
158,"Srv_A",43.2811826747704,37.6650523215067,"Exito"
159,"Srv_A",44.4073683249483,11.9783986897673,"Exito"
160,"Srv_A",39.02836737873,54.2325344427954,"Exito"
161,"Srv_B",41.256295075595,15.3177564088255,"Exito"
162,"Srv_B",46.0814985072883,43.1998600238003,"Exito"
163,"Srv_A",37.7758383529394,79.1507899151184,"Exito"
164,"Srv_B",35.0964319562906,46.6913351144176,"Exito"
165,"Srv_A",39.2131533904206,7.94423716235906,"Exito"
166,"Srv_A",53.632964340148,94.6719028803054,"Exito"
167,"Srv_A",52.0105920097784,22.2213832654525,"Exito"
168,"Srv_B",49.3795886355309,65.4572377416771,"Exito"
169,"Srv_A",37.8509630114847,78.0467880361248,"Exito"
170,"Srv_B",39.4111722018665,49.8690561086405,"Exito"
171,"Srv_A",52.1379136184855,57.9106871373951,"Exito"
172,"Srv_B",48.4193332027911,78.6828334340826,"Exito"
173,"Srv_A",47.4642039436031,56.5915010427125,"Exito"
174,"Srv_A",52.2635634055505,46.7558226499241,"Exito"
175,"Srv_B",43.3024416910319,20.3974210706074,"Exito"
176,"Srv_A",33.6761732732942,67.9504502899945,"Exito"
177,"Srv_B",37.6700413755389,94.7380128505174,"Exito"
178,"Srv_B",48.5636440070499,32.3094625053927,"Exito"
179,"Srv_B",43.1120067521247,91.6430885570589,"Exito"
180,"Srv_B",32.0071740341075,67.434916617116,"Exito"
181,"Srv_A",44.1090035035914,51.9387077258434,"Exito"
182,"Srv_A",41.2214814094797,74.4222811814398,"Exito"
183,"Srv_B",46.5093194428968,15.1077727840748,"Exito"
184,"Srv_A",57.5443067902054,27.6847680478822,"Exito"
185,"Srv_B",34.7845041776368,13.0733509610873,"Exito"
186,"Srv_B",42.8938470020634,35.4219668342266,"Exito"
187,"Srv_A",46.1170541492216,68.750411395682,"Exito"
188,"Srv_B",50.9624931015103,59.6572213815525,"Exito"
189,"Srv_A",42.018698418847,41.3693342525512,"Exito"
190,"Srv_A",53.9830175032722,6.52885150327347,"Exito"
191,"Srv_A",45.6669981562334,40.0014679278247,"Exito"
192,"Srv_A",41.6004522244707,35.7535678206477,"Exito"
193,"Srv_B",42.711265214017,39.2579743186943,"Exito"
194,"Srv_A",50.7091401437217,39.0518850525841,"Exito"
195,"Srv_A",46.0065824522965,91.6348296827637,"Exito"
196,"Srv_B",41.4982511109663,10.5908984323032,"Exito"
197,"Srv_A",36.9508387156782,69.7320120870136,"Exito"
198,"Srv_B",34.7292805266753,50.0844507073052,"Exito"
199,"Srv_B",41.2905326655988,40.2686186439823,"Exito"
200,"Srv_B",46.3063954107119,42.9563873312436,"Exito"
201,"Srv_A",42.2544163240519,5.45586545788683,"Exito"
202,"Srv_A",43.0183202062147,9.98056076862849,"Exito"
203,"Srv_A",42.8409098550164,88.8167295649182,"Exito"
204,"Srv_A",47.5016330434913,70.0642498305533,"Exito"
205,"Srv_A",48.4315374359934,72.6108597477432,"Exito"
206,"Srv_A",41.0869531346899,82.5178619967774,"Exito"
207,"Srv_B",50.4417968052613,56.3170680138282,"Exito"
208,"Srv_B",35.2071455824784,68.1069451041985,"Exito"
209,"Srv_B",47.897008704734,59.4595561823808,"Exito"
210,"Srv_A",70.0600024857178,93.0249880065676,"Fallo"
211,"Srv_B",29.7045235110986,23.7260963753797,"Exito"
212,"Srv_A",51.7101799575619,87.250224575866,"Exito"
213,"Srv_B",47.2791144731686,47.3453333517537,"Fallo"
214,"Srv_A",51.5400336954274,48.094541253522,"Exito"
215,"Srv_B",42.5392803998391,6.67528223339468,"Exito"
216,"Srv_A",44.1191319245473,38.3314034780487,"Exito"
217,"Srv_B",37.0722424683243,48.2903223384637,"Exito"
218,"Srv_B",35.0036850145596,50.5230339269619,"Exito"
219,"Srv_B",36.1042139292476,33.8669643762987,"Exito"
220,"Srv_B",47.2978368820202,91.2139527152758,"Exito"
221,"Srv_A",54.0408306883501,14.9725431718398,"Exito"
222,"Srv_B",45.5236737558597,12.472477218369,"Exito"
223,"Srv_A",48.488319434273,87.2133579042275,"Exito"
224,"Srv_A",40.0505517019002,71.13969672448,"Exito"
225,"Srv_A",48.6677892354857,28.9144666309003,"Exito"
226,"Srv_A",42.2934667911792,42.9209062294103,"Exito"
227,"Srv_B",52.6578244609124,92.8411205396987,"Exito"
228,"Srv_A",52.2937045655758,57.8724958931562,"Fallo"
229,"Srv_A",58.5282243225269,68.6154063059948,"Exito"
230,"Srv_B",41.9843494531855,84.4186581070535,"Exito"
231,"Srv_B",45.1745418635751,22.9914319438394,"Exito"
232,"Srv_B",41.0626625668117,15.0134335802868,"Exito"
233,"Srv_A",54.1441810091663,80.454842380248,"Exito"
234,"Srv_B",49.4499505424779,17.3499255576171,"Exito"
235,"Srv_A",48.7656585665628,96.9227032472845,"Exito"
236,"Srv_A",36.910624580497,65.4137221148703,"Fallo"
237,"Srv_B",42.6852319108312,53.353937568143,"Exito"
238,"Srv_A",43.9856934152034,29.5827388421167,"Exito"
239,"Srv_B",39.9007659335417,56.779933642596,"Exito"
240,"Srv_B",42.2005453806915,47.1793363769539,"Exito"
241,"Srv_B",37.8196497594618,78.7188226294238,"Exito"
242,"Srv_A",49.7091686212751,17.3294800610747,"Exito"
243,"Srv_B",46.6322542769669,18.1586535661481,"Exito"
244,"Srv_A",48.2213390648613,42.3207015504595,"Exito"
245,"Srv_A",50.1942737944838,39.1008548298851,"Exito"
246,"Srv_A",48.9113924834125,51.0103246381041,"Exito"
247,"Srv_B",34.9127809838037,26.3887518183328,"Exito"
248,"Srv_A",47.5574026857216,39.5541855799966,"Exito"
249,"Srv_A",53.5541032887242,44.1702646641061,"Exito"
250,"Srv_B",50.8640306453891,28.0724794471171,"Exito"
251,"Srv_B",43.629170147954,80.4054233196657,"Exito"
252,"Srv_A",46.6625566556693,56.1403829082847,"Exito"
253,"Srv_A",40.9859509363333,41.214413889451,"Exito"
254,"Srv_B",39.2658593473255,10.5563092494849,"Exito"
255,"Srv_A",47.3763294868224,16.5627674772404,"Exito"
256,"Srv_B",45.7473188490026,70.5154720521532,"Exito"
257,"Srv_A",40.7250574729598,45.6239326193463,"Exito"
258,"Srv_A",44.1123262024942,84.6810501101427,"Exito"
259,"Srv_A",44.6016071330064,45.6019893891644,"Exito"
260,"Srv_B",43.2197644455249,25.2581669590436,"Exito"
261,"Srv_B",43.8712038659467,12.8228217992,"Exito"
262,"Srv_A",46.8716052322143,53.1570606122259,"Fallo"
263,"Srv_A",41.425001020443,19.6709706911352,"Exito"
264,"Srv_A",44.1012198316901,37.9500970884692,"Exito"
265,"Srv_A",51.0878652511123,9.26970679196529,"Exito"
266,"Srv_A",27.6654880981546,70.329078105744,"Exito"
267,"Srv_A",47.9585730300909,39.4225690723397,"Exito"
268,"Srv_A",38.8107403661806,16.1602283439133,"Exito"
269,"Srv_A",58.3657818826212,24.5288152389694,"Exito"
270,"Srv_B",42.9291340302659,89.8149605584331,"Fallo"
271,"Srv_B",43.0459070706823,87.8679222008213,"Exito"
272,"Srv_B",29.655111091627,74.3494019289501,"Exito"
273,"Srv_B",49.1667781391019,17.4864457035437,"Exito"
274,"Srv_A",53.4544219456671,72.2792702591978,"Exito"
275,"Srv_A",47.0628708694808,75.4366087028757,"Exito"
276,"Srv_B",37.6406036073633,16.1442800757941,"Exito"
277,"Srv_A",42.9532038540961,58.2723647693638,"Exito"
278,"Srv_A",56.602924500718,75.8351937145926,"Exito"
279,"Srv_A",53.8828423742908,90.5861786205787,"Exito"
280,"Srv_A",52.7214763872586,55.7414703911636,"Exito"
281,"Srv_B",43.9692894953747,25.15944617684,"Exito"
282,"Srv_B",39.2382323768838,30.0995625939686,"Fallo"
283,"Srv_B",39.6163071264004,33.60449788603,"Exito"
284,"Srv_A",53.289566191773,33.8707598878536,"Exito"
285,"Srv_B",35.3033069108662,75.4967531594448,"Exito"
286,"Srv_B",39.2729232507106,80.8427872448228,"Exito"
287,"Srv_A",47.5696698877113,77.2300593899563,"Fallo"
288,"Srv_B",44.3516059584906,91.4619644053746,"Exito"
289,"Srv_A",39.0015204643184,58.5981376320124,"Exito"
290,"Srv_B",41.5473387587396,86.1886368445121,"Exito"
291,"Srv_A",61.6891558972316,13.9882382061332,"Exito"
292,"Srv_B",31.0925452600411,75.0218684829306,"Exito"
293,"Srv_B",32.1314826039957,21.1622936911881,"Exito"
294,"Srv_B",40.2287606899545,43.3651296226308,"Exito"
295,"Srv_A",56.5941044128174,95.923521611141,"Exito"
296,"Srv_A",49.167070765438,91.3511985482182,"Exito"
297,"Srv_A",38.0381899779124,33.9506309963763,"Exito"
298,"Srv_B",43.4003925310296,60.5530044622719,"Exito"
299,"Srv_B",43.6527214352486,6.91326660662889,"Exito"
300,"Srv_B",38.4079001462308,31.7186697579455,"Exito"
301,"Srv_B",35.2556134821373,82.8855041896459,"Exito"
302,"Srv_A",57.5770576410593,37.4421059787273,"Exito"
303,"Srv_A",46.1436453404849,23.7691656637471,"Exito"
304,"Srv_A",54.4243264716162,89.2989805471152,"Exito"
305,"Srv_B",41.4589256959173,36.6945461707655,"Exito"
306,"Srv_B",39.4195222476502,53.0193573976867,"Exito"
307,"Srv_B",44.2274364970871,41.3654822909739,"Exito"
308,"Srv_A",43.6704739857311,46.831023585517,"Exito"
309,"Srv_A",38.7508547113902,71.0394986926112,"Exito"
310,"Srv_B",45.3023210162245,39.3203840299975,"Exito"
311,"Srv_B",54.8436310175645,85.1185147662181,"Exito"
312,"Srv_A",36.408540898293,76.889992242679,"Exito"
313,"Srv_A",42.3520754542318,28.9325060183182,"Exito"
314,"Srv_A",38.6274630915813,68.34049441549,"Exito"
315,"Srv_A",52.3786436213125,40.0002287123352,"Exito"
316,"Srv_A",58.9663219905263,61.3649371734355,"Exito"
317,"Srv_B",52.3552515641075,44.6041946436744,"Exito"
318,"Srv_A",50.8693866813035,91.7928504664451,"Exito"
319,"Srv_B",37.5173780094297,52.4968284259085,"Exito"
320,"Srv_A",50.5019441219803,56.0931374442298,"Exito"
321,"Srv_B",39.8779854556553,72.1717768576927,"Exito"
322,"Srv_B",42.6515021187699,27.8717886609957,"Fallo"
323,"Srv_A",69.7902158522538,31.3447154695168,"Exito"
324,"Srv_A",55.3199926973276,6.83289881586097,"Exito"
325,"Srv_B",40.5840635133328,56.9981889820192,"Exito"
326,"Srv_A",64.1303422334825,48.7313875835389,"Exito"
327,"Srv_B",49.3526764829387,79.6638545328751,"Exito"
328,"Srv_B",42.6300829733988,49.7714969150256,"Exito"
329,"Srv_A",48.4047964646164,9.29599208338186,"Exito"
330,"Srv_B",47.5364654127289,16.6551945691463,"Exito"
331,"Srv_A",40.9236743179865,69.9370651801582,"Exito"
332,"Srv_A",49.3661741273377,65.0510949878953,"Exito"
333,"Srv_B",39.2204587983046,26.9657967658713,"Exito"
334,"Srv_A",40.1496154097653,45.4257526358124,"Exito"
335,"Srv_B",34.9293831903889,79.7175049632788,"Exito"
336,"Srv_A",59.1045484312,44.1084292186424,"Exito"
337,"Srv_A",41.7091502261085,49.1889077178203,"Exito"
338,"Srv_B",44.9354612696352,20.4704935133923,"Exito"
339,"Srv_B",46.639119533923,36.9706624799874,"Exito"
340,"Srv_A",53.958086676768,5.16072891233489,"Exito"
341,"Srv_A",44.6255214257511,69.2833587420173,"Exito"
342,"Srv_A",36.5324301222901,13.1758653710131,"Exito"
343,"Srv_B",51.6782561848973,46.5085393101908,"Exito"
344,"Srv_B",47.2068777938112,41.8256274920423,"Exito"
345,"Srv_B",47.3631375760079,41.7898416207172,"Exito"
346,"Srv_B",48.4078784279324,23.772309044376,"Exito"
347,"Srv_B",41.1640269807669,25.690845987061,"Exito"
348,"Srv_A",48.8132178687297,8.27130032051355,"Exito"
349,"Srv_A",53.2275605359992,36.1133851569612,"Exito"
350,"Srv_B",53.0054220424864,75.7883737368975,"Exito"
351,"Srv_A",62.4876328636767,22.1458219115157,"Exito"
352,"Srv_A",62.2721673214204,67.3067692199256,"Exito"
353,"Srv_B",32.4761221035344,50.2109487331472,"Exito"
354,"Srv_A",39.2797776660494,36.2254777736962,"Exito"
355,"Srv_B",52.6787589036063,49.4401328801177,"Exito"
356,"Srv_A",42.891415601101,90.9955811412074,"Exito"
357,"Srv_A",42.6761393514732,72.08354610065,"Exito"
358,"Srv_A",54.7734854412368,18.4284976867493,"Exito"
359,"Srv_B",47.8162276453135,12.4989935066551,"Exito"
360,"Srv_A",56.3010533929251,41.2616543732584,"Exito"
361,"Srv_A",48.1202113468207,46.6822423734702,"Exito"
362,"Srv_A",49.5125748990708,64.4768964466639,"Exito"
363,"Srv_B",50.9102121668177,69.4670386700891,"Fallo"
364,"Srv_A",47.8273674178078,95.2498597111553,"Exito"
365,"Srv_B",38.2095998473953,62.4194315599743,"Exito"
366,"Srv_A",50.4501776504921,91.6399975556415,"Exito"
367,"Srv_B",39.4225540216209,97.8402691942174,"Exito"
368,"Srv_B",25.8750622660963,27.7391609249171,"Exito"
369,"Srv_A",54.055968368605,71.5045878286473,"Exito"
370,"Srv_B",44.2482686791066,41.5220495352987,"Exito"
371,"Srv_A",47.7704048625086,42.9181804966647,"Exito"
372,"Srv_B",31.3912306024736,7.20768770715222,"Exito"
373,"Srv_B",38.71570238513,73.95802740613,"Exito"
374,"Srv_B",47.2645356771635,51.1179553428665,"Exito"
375,"Srv_B",40.9947813843808,52.9614713317715,"Exito"
376,"Srv_A",53.8867809232487,84.0471959128045,"Exito"
377,"Srv_A",62.9362340292662,31.559068958275,"Exito"
378,"Srv_B",42.7044032836295,16.9596931571141,"Exito"
379,"Srv_A",46.2948536992347,16.2611279194243,"Exito"
380,"Srv_A",45.4640173524721,90.5949557654094,"Exito"
381,"Srv_B",47.584765479605,39.186967162881,"Exito"
382,"Srv_B",45.4505425851262,28.5558677013032,"Exito"
383,"Srv_A",46.3506026266669,42.2775155943818,"Exito"
384,"Srv_B",38.7909128311696,90.242393913446,"Exito"
385,"Srv_A",49.7083187670707,79.00974623207,"Exito"
386,"Srv_B",45.8518237533204,10.806858159136,"Exito"
387,"Srv_B",46.2850583702676,83.0296081914566,"Exito"
388,"Srv_A",47.9400884076094,7.8917387065012,"Exito"
389,"Srv_A",36.6665507104645,77.657877501566,"Exito"
390,"Srv_B",38.0152997282273,50.5484254804906,"Fallo"
391,"Srv_B",34.905845920191,24.5427352688275,"Exito"
392,"Srv_A",46.0316989769069,23.8982515993994,"Exito"
393,"Srv_B",45.1933861560585,36.9945707209408,"Exito"
394,"Srv_B",41.0920152653259,57.2755190641619,"Fallo"
395,"Srv_B",33.3907889149464,93.7377204026561,"Exito"
396,"Srv_A",48.3923998486385,79.1518670127261,"Fallo"
397,"Srv_A",24.4630067877008,94.2632960299961,"Exito"
398,"Srv_A",44.3359742121347,9.56437099352479,"Exito"
399,"Srv_B",47.4466434059333,10.3082006827462,"Exito"
400,"Srv_B",45.1686795621948,74.2984777076636,"Exito"
401,"Srv_B",46.8876373820857,20.6498897140846,"Exito"
402,"Srv_A",60.3836490826312,30.8639908249024,"Exito"
403,"Srv_B",41.8429608010494,86.7115676573012,"Exito"
404,"Srv_B",48.1913335637492,63.1890803028364,"Exito"
405,"Srv_A",46.5759412991193,45.2243155920878,"Exito"
406,"Srv_A",45.555912296781,77.6631291725207,"Exito"
407,"Srv_A",43.6365616308257,20.1889362405054,"Exito"
408,"Srv_A",49.7989778185945,55.6580598857254,"Exito"
409,"Srv_B",45.6186841515878,32.9551159483381,"Exito"
410,"Srv_B",38.9645756340559,69.4616714573931,"Exito"
411,"Srv_A",50.8664127069369,18.8118161396123,"Exito"
412,"Srv_B",36.4657311205681,48.0172764384188,"Exito"
413,"Srv_A",67.2734388544179,50.4891563132405,"Exito"
414,"Srv_A",59.5912595752527,43.47186275688,"Exito"
415,"Srv_A",43.217693897555,31.6782197116408,"Exito"
416,"Srv_A",46.7667539324444,29.4939409864601,"Exito"
417,"Srv_B",35.4732975145831,70.6391392403748,"Exito"
418,"Srv_B",33.220919153525,62.0041105349082,"Exito"
419,"Srv_B",40.7872147074442,72.382760862587,"Exito"
420,"Srv_B",49.2380451395727,36.675470956834,"Exito"
421,"Srv_B",46.2351201330268,33.6080765835941,"Exito"
422,"Srv_B",37.2325905104,53.7338181778323,"Exito"
423,"Srv_B",41.1361967821998,35.0949043473229,"Exito"
424,"Srv_A",38.152294122412,62.0467531243339,"Exito"
425,"Srv_A",38.8079774634055,55.9527366245165,"Exito"
426,"Srv_A",55.5973464179188,42.0268740088213,"Exito"
427,"Srv_B",44.7501350739097,64.3176696852315,"Exito"
428,"Srv_A",45.3494257026417,19.9638000829145,"Exito"
429,"Srv_A",58.168751811536,93.1470816964284,"Fallo"
430,"Srv_A",36.5009242012577,38.5173190825153,"Exito"
431,"Srv_B",43.1694733420521,38.2735343666282,"Exito"
432,"Srv_B",44.7131884700099,56.2181269964203,"Exito"
433,"Srv_A",47.4468394657721,44.4494813939091,"Exito"
434,"Srv_B",40.9538683326055,16.3591691360343,"Exito"
435,"Srv_A",41.2787845992349,94.659113409929,"Exito"
436,"Srv_B",42.677555407736,14.6558808058035,"Exito"
437,"Srv_B",42.4181677515485,70.5283125159331,"Exito"
438,"Srv_A",60.6625517173777,77.9605655097403,"Exito"
439,"Srv_A",50.6870295969418,59.7465229784139,"Exito"
440,"Srv_B",53.4096977917451,58.6939408120234,"Exito"
441,"Srv_A",46.2272897209172,79.8745080442168,"Fallo"
442,"Srv_A",38.7998947264904,14.1903685869183,"Exito"
443,"Srv_B",36.1926595335758,16.9888401853386,"Exito"
444,"Srv_B",42.9221395854372,54.8325199042447,"Exito"
445,"Srv_B",28.8228710564632,30.6877691638656,"Exito"
446,"Srv_A",62.7657541619012,51.3141940042842,"Exito"
447,"Srv_B",43.5750537827864,50.4612562956754,"Exito"
448,"Srv_A",56.6716470957845,8.32914123940282,"Exito"
449,"Srv_A",35.3475800996503,21.831494523678,"Exito"
450,"Srv_A",57.1163032919183,63.6643530922011,"Exito"
451,"Srv_B",47.3967895991409,82.5322755475063,"Fallo"
452,"Srv_B",38.4962868948984,76.6919661271386,"Exito"
